gene_symbol	accession_numbers	ensembl_id
MRPS35P1	AY135337	
MRPS35P2		ENSG00000250830
MRPS35P3	AY135339	ENSG00000270192
MRPS36		ENSG00000134056
MRPS36P1	AY135340	ENSG00000236152
MRPS36P2	AY135341	ENSG00000249539
MRPS36P3	AY135342	ENSG00000253814
MRPS36P4	AY135343	ENSG00000255231
MRPS36P5	AY135344	ENSG00000257927
MRPS36P6	AY135345	
MRRF	AA115320	ENSG00000148187
MRRFP1		ENSG00000224236
MRS2	AF288288	ENSG00000124532
MRS2P1		
MRS2P2		
MRSD		
MRT4		
MRT8		
MRT9		
MRT10		
MRT11		
MRT17		
MRT18		
MRT19		
MRT20		
MRT22		
MRT23		
MRT24		
MRT25		
MRT26		
MRT27		
MRT28		
MRTFA	AB037859	ENSG00000196588
MRTFA-AS1		ENSG00000232564
MRTFB	AB033069	ENSG00000186260
MRTO4	AK027569	ENSG00000053372
MRVI1	AF081249	ENSG00000072952
MRVI1-AS1		ENSG00000177112
MRX4		
MRX5		
MRX6		
MRX7		
MRX8		
MRX11		
MRX14		
MRX15		
MRX17		
MRX20		
MRX23		
MRX24		
MRX25		
MRX26		
MRX27		
MRX28		
MRX31		
MRX37		
MRX39		
MRX40		
MRX42		
MRX49		
MRX50		
MRX51		
MRX53		
MRX56		
MRX57		
MRX61		
MRX64		
MRX65		
MRX66		
MRX67		
MRX69		
MRX70		
MRX71		
MRX73		
MRX75		
MRX77		
MRX80		
MRX81		
MRX82		
MRX84		
MRX86		
MRXS7		
MRXS11		
MS		
MS4A1	M27394	ENSG00000156738
MS4A2	M89796	ENSG00000149534
MS4A3	L35848	ENSG00000149516
MS4A4A	AB013102	ENSG00000110079
MS4A4E	AF354936	ENSG00000214787
MS4A5	AB013103	ENSG00000166930
MS4A6A	AB013104	ENSG00000110077
MS4A6E	AF354931	
MS4A7	AB026043	
MS4A8	AF237905	ENSG00000166959
MS4A10	AK122633	
MS4A12	AK000224	
MS4A13	AY324188	ENSG00000204979
MS4A14	AY584610	
MS4A15	AY584608	
MS4A18		ENSG00000214782
MSANTD1		ENSG00000188981
MSANTD2	AK026995	ENSG00000120458
MSANTD2P1		ENSG00000231058
MSANTD3	BC008993	ENSG00000066697
MSANTD3-TMEFF1		ENSG00000251349
MSANTD4	AB058729	ENSG00000170903
MSBP1		
MSBP2		
MSC		ENSG00000178860
MSC-AS1		ENSG00000235531
MSD		
MSGN1		ENSG00000151379
MSH2	U03911	ENSG00000095002
MSH3	U61981	ENSG00000113318
MSH4	U89293	ENSG00000057468
MSH5	AF070071	ENSG00000204410
MSH5-SAPCD1		ENSG00000255152
MSH6	U54777	ENSG00000116062
MSI1	AB012851	ENSG00000135097
MSI2	BC001526	ENSG00000153944
MSK9		
MSK10		
MSK32		
MSK38		
MSL1		ENSG00000188895
MSL2	AK001408	ENSG00000174579
MSL3	AF117065	ENSG00000005302
MSL3P1	BI831020	ENSG00000224287
MSLN	U40434	ENSG00000102854
MSLNL		ENSG00000162006
MSMB	BC005257	ENSG00000263639
MSMO1	U93162	ENSG00000052802
MSMP	DQ012170	ENSG00000215183
MSN	M69066	ENSG00000147065
MSNP1		ENSG00000251593
MSR1	D13263	ENSG00000038945
MSRA	BC054033	ENSG00000175806
MSRB1	AF166124	ENSG00000198736
MSRB1P1		ENSG00000213926
MSRB2	AF122004	ENSG00000148450
MSRB3	BX640871	ENSG00000174099
MSS51	AK096884	ENSG00000166343
MST1	M74178	ENSG00000173531
MST1L	U28055, AF083416	ENSG00000186715
MST1P2	AF083411	ENSG00000186301
MST1R	X70040	ENSG00000164078
MSTN	AF019627	ENSG00000138379
MSTO1	BX537684	ENSG00000125459
MSTO2P		ENSG00000203761
MSX1	M97676	ENSG00000163132
MSX2	D26145	ENSG00000120149
MSX2P1		ENSG00000229590
MT-ATP6		ENSG00000198899
MT-ATP8		ENSG00000228253
MT-CO1		ENSG00000198804
MT-CO2		ENSG00000198712
MT-CO3		ENSG00000198938
MT-CYB		ENSG00000198727
MT-LIPCAR	JA760602	
MT-ND1		ENSG00000198888
MT-ND2		ENSG00000198763
MT-ND3		ENSG00000198840
MT-ND4		ENSG00000198886
MT-ND4L		ENSG00000212907
MT-ND5		ENSG00000198786
MT-ND6		ENSG00000198695
MT-RNR1		ENSG00000211459
MT-RNR2		ENSG00000210082
MT-TA		ENSG00000210127
MT-TC		ENSG00000210140
MT-TD		ENSG00000210154
MT-TE		ENSG00000210194
MT-TF		ENSG00000210049
MT-TG		ENSG00000210164
MT-TH		ENSG00000210176
MT-TI		ENSG00000210100
MT-TK		ENSG00000210156
MT-TL1		ENSG00000209082
MT-TL2		ENSG00000210191
MT-TM		ENSG00000210112
MT-TN		ENSG00000210135
MT-TP		ENSG00000210196
MT-TQ		ENSG00000210107
MT-TR		ENSG00000210174
MT-TS1		ENSG00000210151
MT-TS2		ENSG00000210184
MT-TT		ENSG00000210195
MT-TV		ENSG00000210077
MT-TW		ENSG00000210117
MT-TY		ENSG00000210144
MT1A	BC029475	
MT1B	AY168638	ENSG00000169688
MT1CP		ENSG00000205360
MT1DP	AF348999	ENSG00000205361
MT1E	BC009699	ENSG00000169715
MT1F	BC029453	
MT1G	BC020757	ENSG00000125144
MT1H	BC008408	ENSG00000205358
MT1HL1	AF333388	ENSG00000244020
MT1IP	AF348997	
MT1JP	AF348994	ENSG00000255986
MT1L	X97261	ENSG00000260549
MT1M	AF136177	
MT1P1		ENSG00000213761
MT1P3	BC103840	ENSG00000229230
MT1X	BC032338	ENSG00000187193
MT1XP1		ENSG00000233929
MT2A	BC007034	ENSG00000125148
MT2P1	J00272	ENSG00000162840
MT3	BC035624	ENSG00000087250
MT4	BC113442	ENSG00000102891
MT7SDNA		
MTA1	U35113	ENSG00000182979
MTA2	AB016591	ENSG00000149480
MTA3	AB033092	ENSG00000057935
MTAP	AB062485	ENSG00000099810
MTAPP1		ENSG00000243025
MTAPP2		ENSG00000230077
MTATP6P1		ENSG00000248527
MTATP6P2		ENSG00000270307
MTATP6P3		ENSG00000263483
MTATP6P4		ENSG00000236590
MTATP6P5		
MTATP6P6		
MTATP6P7		ENSG00000232990
MTATP6P8		
MTATP6P9		ENSG00000248420
MTATP6P10		
MTATP6P11		ENSG00000228097
MTATP6P12		
MTATP6P13		ENSG00000229842
MTATP6P14		ENSG00000233449
MTATP6P15		ENSG00000254931
MTATP6P16		ENSG00000224299
MTATP6P17		ENSG00000235433
MTATP6P18		ENSG00000227035
MTATP6P19		ENSG00000228316
MTATP6P20		ENSG00000237948
MTATP6P21		ENSG00000226392
MTATP6P22		ENSG00000249580
MTATP6P23		ENSG00000230755
MTATP6P24		ENSG00000262381
MTATP6P25		ENSG00000262095
MTATP6P26		ENSG00000236878
MTATP6P27		ENSG00000234003
MTATP6P28		
MTATP6P29		ENSG00000232179
MTATP6P30		ENSG00000226998
MTATP6P31		ENSG00000218776
MTATP8P1		ENSG00000240409
MTATP8P2		ENSG00000229604
MTATP8P3		
MTATP8P4		
MTATT		
MTBP		ENSG00000172167
MTCH1	AF151822	ENSG00000137409
MTCH2	AF085361	ENSG00000109919
MTCL1	AB018345	ENSG00000168502
MTCL1P1		ENSG00000226554
MTCO1P1		ENSG00000280243
MTCO1P2		ENSG00000259045
MTCO1P3		ENSG00000228930
MTCO1P4		ENSG00000253556
MTCO1P5		ENSG00000233026
MTCO1P6		ENSG00000240309
MTCO1P7		ENSG00000236211
MTCO1P8		ENSG00000234700
MTCO1P9		ENSG00000251223
MTCO1P10		
MTCO1P11		ENSG00000224083
MTCO1P12		ENSG00000237973
MTCO1P13		
MTCO1P14		ENSG00000232551
MTCO1P15		ENSG00000255350
MTCO1P16		
MTCO1P17		ENSG00000223619
MTCO1P18		ENSG00000237910
MTCO1P19		ENSG00000237300
MTCO1P20		ENSG00000233764
MTCO1P21		ENSG00000226960
MTCO1P22		ENSG00000271207
MTCO1P23		ENSG00000235524
MTCO1P24		ENSG00000249448
MTCO1P25		ENSG00000229031
MTCO1P26		
MTCO1P27		ENSG00000232579
MTCO1P28		ENSG00000262118
MTCO1P29		ENSG00000240452
MTCO1P30		ENSG00000248729
MTCO1P31		ENSG00000251476
MTCO1P32		
MTCO1P33		
MTCO1P34		
MTCO1P35		ENSG00000250630
MTCO1P36		
MTCO1P37		
MTCO1P38		
MTCO1P39		ENSG00000224254
MTCO1P40		ENSG00000262902
MTCO1P41		
MTCO1P42		ENSG00000230327
MTCO1P43		ENSG00000228898
MTCO1P44		ENSG00000227149
MTCO1P45		ENSG00000232982
MTCO1P46		ENSG00000236007
MTCO1P47		ENSG00000254241
MTCO1P48		ENSG00000237055
MTCO1P49		ENSG00000253916
MTCO1P50		
MTCO1P51		ENSG00000232981
MTCO1P52		ENSG00000229760
MTCO1P53		ENSG00000230916
MTCO1P54		ENSG00000233311
MTCO1P55		ENSG00000241926
MTCO1P56		ENSG00000220340
MTCO1P57		ENSG00000232975
MTCO2P1	AL121918	ENSG00000229690
MTCO2P2		ENSG00000267541
MTCO2P3		ENSG00000230009
MTCO2P4		ENSG00000253977
MTCO2P5		ENSG00000231766
MTCO2P6		ENSG00000240951
MTCO2P7		ENSG00000230496
MTCO2P8		ENSG00000234234
MTCO2P9		ENSG00000249386
MTCO2P10		
MTCO2P11		ENSG00000235917
MTCO2P12		ENSG00000229344
MTCO2P13		
MTCO2P14		
MTCO2P15		ENSG00000255417
MTCO2P16		ENSG00000234842
MTCO2P17		ENSG00000233888
MTCO2P18		ENSG00000234480
MTCO2P19		ENSG00000237628
MTCO2P20		ENSG00000231576
MTCO2P21		ENSG00000236689
MTCO2P22		ENSG00000270225
MTCO2P23		ENSG00000235803
MTCO2P24		ENSG00000249990
MTCO2P25		ENSG00000230654
MTCO2P26		
MTCO2P27		ENSG00000230321
MTCO2P28		
MTCO2P29		ENSG00000243257
MTCO2P30		ENSG00000250808
MTCO2P31		ENSG00000217160
MTCO2P32		ENSG00000248951
MTCO2P33		ENSG00000217083
MTCO2P34		ENSG00000232198
MTCO3P1		ENSG00000235040
MTCO3P2		ENSG00000232102
MTCO3P3		
MTCO3P4		ENSG00000228851
MTCO3P5		ENSG00000225476
MTCO3P6		
MTCO3P7		ENSG00000249997
MTCO3P8		ENSG00000233385
MTCO3P9		ENSG00000249698
MTCO3P10		ENSG00000231537
MTCO3P11		ENSG00000237711
MTCO3P12		ENSG00000198744
MTCO3P13		ENSG00000264316
MTCO3P14		
MTCO3P15		ENSG00000254895
MTCO3P16		ENSG00000227736
MTCO3P17		ENSG00000237542
MTCO3P18		ENSG00000227661
MTCO3P19		ENSG00000224471
MTCO3P20		ENSG00000225557
MTCO3P21		ENSG00000232752
MTCO3P22		ENSG00000270388
MTCO3P23		ENSG00000259651
MTCO3P24		ENSG00000262158
MTCO3P25		
MTCO3P26		
MTCO3P27		ENSG00000251430
MTCO3P28		ENSG00000248328
MTCO3P29		ENSG00000228069
MTCO3P30		ENSG00000229080
MTCO3P31		ENSG00000217044
MTCO3P32		
MTCO3P33		
MTCO3P34		
MTCO3P35		ENSG00000242836
MTCO3P36		
MTCO3P37		
MTCO3P38		ENSG00000242456
MTCO3P39		ENSG00000268736
MTCO3P40		ENSG00000228046
MTCO3P41		ENSG00000237466
MTCO3P42		ENSG00000268391
MTCO3P43		ENSG00000227788
MTCO3P44		ENSG00000248654
MTCO3P45		ENSG00000232128
MTCO3P46		ENSG00000235761
MTCP1		ENSG00000214827
MTCSB1		
MTCSB2		
MTCSB3		
MTCYBP1		ENSG00000234179
MTCYBP2		ENSG00000217179
MTCYBP3		ENSG00000232373
MTCYBP4		ENSG00000220113
MTCYBP5		ENSG00000234671
MTCYBP6		ENSG00000230605
MTCYBP7		ENSG00000227789
MTCYBP8		ENSG00000233550
MTCYBP9		ENSG00000229935
MTCYBP10		ENSG00000233285
MTCYBP11		ENSG00000224288
MTCYBP12		ENSG00000226313
MTCYBP13		ENSG00000266529
MTCYBP14		ENSG00000238236
MTCYBP15		ENSG00000232154
MTCYBP16		ENSG00000251385
MTCYBP17		ENSG00000249247
MTCYBP18		ENSG00000244921
MTCYBP19		ENSG00000253504
MTCYBP20		ENSG00000254118
MTCYBP21		ENSG00000224747
MTCYBP22		ENSG00000270232
MTCYBP23		ENSG00000259671
MTCYBP24		ENSG00000236232
MTCYBP25		
MTCYBP26		
MTCYBP27		ENSG00000259012
MTCYBP28		ENSG00000260161
MTCYBP29		ENSG00000224880
MTCYBP30		
MTCYBP31		ENSG00000226579
MTCYBP32		ENSG00000229794
MTCYBP33		ENSG00000263241
MTCYBP34		ENSG00000237129
MTCYBP35		ENSG00000251340
MTCYBP36		ENSG00000216853
MTCYBP37		ENSG00000248765
MTCYBP38		ENSG00000226414
MTCYBP39		ENSG00000226341
MTCYBP40		ENSG00000248931
MTCYBP41		ENSG00000254650
MTCYBP42		ENSG00000228803
MTCYBP43		ENSG00000250624
MTCYBP44		ENSG00000248282
MTCYBP45		ENSG00000224338
MTDH	AF411226	ENSG00000147649
MTDHP1		ENSG00000270948
MTDHP2		ENSG00000269615
MTDHP3		ENSG00000268433
MTDHP4		ENSG00000268535
MTDHP5		ENSG00000269575
MTERF1	Y09615	ENSG00000127989
MTERF2		ENSG00000120832
MTERF3		ENSG00000156469
MTERF4		ENSG00000122085
MTF1	BC014454	ENSG00000188786
MTF2	AJ010014	ENSG00000143033
MTFMT	AK055688	
MTFP1	AF151076	ENSG00000242114
MTFR1		ENSG00000066855
MTFR1L		ENSG00000117640
MTFR2	BC011716	ENSG00000146410
MTG1		ENSG00000148824
MTG2	AK001603	ENSG00000101181
MTHFD1	J04031	ENSG00000100714
MTHFD1L	BC017477	ENSG00000120254
MTHFD1P1	S57009	ENSG00000231831
MTHFD2	X16396	ENSG00000065911
MTHFD2L	BC065771	ENSG00000163738
MTHFD2P1		ENSG00000244681
MTHFD2P2		ENSG00000217169
MTHFD2P3		ENSG00000231112
MTHFD2P4		ENSG00000251253
MTHFD2P5		ENSG00000213530
MTHFD2P6		ENSG00000249266
MTHFD2P7		ENSG00000181260
MTHFR	BC053509	ENSG00000177000
MTHFS	L38928	ENSG00000136371
MTHFSD	AK023060	
MTHPR		
MTHSP1		
MTHSP2		
MTIF2	L34600	ENSG00000085760
MTIF2P1	AY091592	ENSG00000233432
MTIF3	BC046166	ENSG00000122033
MTL3P		
MTLN	BC031315	ENSG00000175701
MTLSP		
MTM1	U46024	ENSG00000171100
MTMR1	U58032	ENSG00000063601
MTMR2	U58033	ENSG00000087053
MTMR3	U58034	ENSG00000100330
MTMR4	AB014547	
MTMR6	AF072928	ENSG00000139505
MTMR7	AF073482	ENSG00000003987
MTMR8	AK000133	ENSG00000102043
MTMR9	AJ297823	ENSG00000104643
MTMR9LP		ENSG00000220785
MTMR10	AK000320	
MTMR11	AK097000	ENSG00000014914
MTMR12	AB051469	ENSG00000150712
MTMR14	BC001674	ENSG00000163719
MTND1P1		ENSG00000226529
MTND1P2		ENSG00000235646
MTND1P3		ENSG00000239648
MTND1P4		ENSG00000230764
MTND1P5		ENSG00000253795
MTND1P6		ENSG00000254346
MTND1P7		ENSG00000282321
MTND1P8		ENSG00000263177
MTND1P9		ENSG00000228995
MTND1P10		ENSG00000229088
MTND1P11		ENSG00000228166
MTND1P12		ENSG00000225433
MTND1P13	KI270879	
MTND1P14		ENSG00000227225
MTND1P15		ENSG00000264168
MTND1P16		ENSG00000239586
MTND1P17		ENSG00000228122
MTND1P18		ENSG00000225276
MTND1P19		ENSG00000251449
MTND1P20		ENSG00000226794
MTND1P21		ENSG00000235940
MTND1P22		ENSG00000251407
MTND1P23		ENSG00000225972
MTND1P24		ENSG00000257858
MTND1P25		
MTND1P26		ENSG00000234576
MTND1P27		ENSG00000223921
MTND1P28		ENSG00000230158
MTND1P29		ENSG00000237722
MTND1P30		ENSG00000238047
MTND1P31		ENSG00000235170
MTND1P32		ENSG00000232282
MTND1P33		ENSG00000235539
MTND1P34		ENSG00000225514
MTND1P35		ENSG00000255055
MTND1P36		ENSG00000253245
MTND1P37		ENSG00000283456
MTND2P1		
MTND2P2		ENSG00000229954
MTND2P3		ENSG00000234850
MTND2P4		ENSG00000230252
MTND2P5		ENSG00000224354
MTND2P6		ENSG00000237309
MTND2P7		ENSG00000253970
MTND2P8		ENSG00000237257
MTND2P9		ENSG00000225901
MTND2P10		
MTND2P11		ENSG00000237124
MTND2P12		ENSG00000228725
MTND2P13		ENSG00000263914
MTND2P14		ENSG00000240796
MTND2P15		ENSG00000231152
MTND2P16		ENSG00000230818
MTND2P17		ENSG00000258239
MTND2P18		ENSG00000234939
MTND2P19		ENSG00000231567
MTND2P20		ENSG00000229701
MTND2P21		ENSG00000230950
MTND2P22		ENSG00000231954
MTND2P23		ENSG00000232631
MTND2P24		ENSG00000231947
MTND2P25		ENSG00000228182
MTND2P26		ENSG00000254565
MTND2P27		
MTND2P28		ENSG00000225630
MTND2P29		ENSG00000233595
MTND2P30		ENSG00000227937
MTND2P31		ENSG00000251252
MTND2P32		ENSG00000254090
MTND2P33		ENSG00000248907
MTND2P34		
MTND2P35		
MTND2P36		
MTND2P37		
MTND2P38		ENSG00000253828
MTND2P39		ENSG00000230130
MTND2P40		ENSG00000236483
MTND2P41		ENSG00000283131
MTND3P1		ENSG00000226118
MTND3P2		ENSG00000230052
MTND3P3		ENSG00000249127
MTND3P4		ENSG00000230302
MTND3P5		ENSG00000251353
MTND3P6		ENSG00000242214
MTND3P7		ENSG00000240824
MTND3P8		ENSG00000232714
MTND3P9		ENSG00000227557
MTND3P10		ENSG00000233286
MTND3P11		
MTND3P12		ENSG00000259626
MTND3P13		ENSG00000263196
MTND3P14		
MTND3P15		
MTND3P16		ENSG00000224590
MTND3P17		ENSG00000233134
MTND3P18		ENSG00000283865
MTND3P19		ENSG00000271480
MTND3P20		ENSG00000220733
MTND3P21		ENSG00000235794
MTND3P22		ENSG00000248946
MTND3P23		ENSG00000238288
MTND3P24		ENSG00000249045
MTND3P25		ENSG00000249192
MTND4LP1		ENSG00000231501
MTND4LP2		ENSG00000248315
MTND4LP3		ENSG00000239632
MTND4LP4		
MTND4LP5		ENSG00000270350
MTND4LP6		
MTND4LP7		ENSG00000240791
MTND4LP8		
MTND4LP9		ENSG00000227795
MTND4LP10		ENSG00000240084
MTND4LP11		ENSG00000234163
MTND4LP12		ENSG00000236300
MTND4LP13		ENSG00000235318
MTND4LP14		ENSG00000243104
MTND4LP15		
MTND4LP16		ENSG00000234731
MTND4LP17		ENSG00000241221
MTND4LP18		ENSG00000254747
MTND4LP19		ENSG00000219087
MTND4LP20		ENSG00000220514
MTND4LP21		ENSG00000231582
MTND4LP22		ENSG00000248133
MTND4LP23		
MTND4LP24		ENSG00000262259
MTND4LP25		ENSG00000260067
MTND4LP26		ENSG00000254015
MTND4LP27		
MTND4LP28		
MTND4LP29		
MTND4LP30		ENSG00000198868
MTND4LP31		ENSG00000248259
MTND4LP32		ENSG00000283481
MTND4P1		ENSG00000228597
MTND4P2		ENSG00000248704
MTND4P3		ENSG00000225959
MTND4P4		ENSG00000225295
MTND4P5		ENSG00000227584
MTND4P6		ENSG00000224042
MTND4P7		ENSG00000253257
MTND4P8		ENSG00000248548
MTND4P9		ENSG00000250050
MTND4P10		ENSG00000226663
MTND4P11		ENSG00000234099
MTND4P12		ENSG00000247627
MTND4P13		ENSG00000216713
MTND4P14		ENSG00000236254
MTND4P15		ENSG00000227321
MTND4P16		ENSG00000241787
MTND4P17		ENSG00000242178
MTND4P18		ENSG00000228694
MTND4P19		ENSG00000230338
MTND4P20		ENSG00000233377
MTND4P21		ENSG00000231777
MTND4P22		ENSG00000232772
MTND4P23		ENSG00000225796
MTND4P24		ENSG00000232177
MTND4P25		ENSG00000226700
MTND4P26		ENSG00000234065
MTND4P27		ENSG00000230548
MTND4P28		ENSG00000233709
MTND4P29		ENSG00000249177
MTND4P30		ENSG00000227454
MTND4P31		ENSG00000235382
MTND4P32		ENSG00000226056
MTND4P33		ENSG00000258762
MTND4P34		ENSG00000262322
MTND4P35		ENSG00000270906
MTND4P36		
MTND4P37		
MTND4P38		
MTND4P39		
MTND4P40		
MTND4P41		
MTND5P1		ENSG00000227999
MTND5P2		ENSG00000229622
MTND5P3		ENSG00000232447
MTND5P4		ENSG00000251212
MTND5P5		ENSG00000251149
MTND5P6		ENSG00000228440
MTND5P7		ENSG00000230531
MTND5P8		ENSG00000230999
MTND5P9		ENSG00000248748
MTND5P10		ENSG00000271687
MTND5P11		ENSG00000248923
MTND5P12		ENSG00000251544
MTND5P13		ENSG00000250169
MTND5P14		ENSG00000230225
MTND5P15		ENSG00000231888
MTND5P16		ENSG00000243658
MTND5P17		ENSG00000236626
MTND5P18		ENSG00000227860
MTND5P19		ENSG00000231199
MTND5P20		ENSG00000238256
MTND5P21		ENSG00000255123
MTND5P22		ENSG00000238046
MTND5P23		ENSG00000235080
MTND5P24		ENSG00000224852
MTND5P25		ENSG00000227348
MTND5P26		ENSG00000234886
MTND5P27		ENSG00000225045
MTND5P28		ENSG00000223549
MTND5P29		ENSG00000234934
MTND5P30		ENSG00000233039
MTND5P31		ENSG00000227841
MTND5P32		ENSG00000259379
MTND5P33		ENSG00000261904
MTND5P34		ENSG00000260147
MTND5P35		ENSG00000258923
MTND5P36		
MTND5P37		
MTND5P38		
MTND5P39		
MTND5P40		ENSG00000259593
MTND5P41		ENSG00000253685
MTND5P42		ENSG00000283578
MTND5P43		
MTND5P44		
MTND5P45		
MTND5P46		
MTND6P1		ENSG00000223955
MTND6P2		ENSG00000250389
MTND6P3		ENSG00000254132
MTND6P4		ENSG00000249119
MTND6P5		ENSG00000227730
MTND6P6		ENSG00000240034
MTND6P7		ENSG00000224695
MTND6P8		ENSG00000248136
MTND6P9		ENSG00000233248
MTND6P10		ENSG00000227275
MTND6P11		ENSG00000226839
MTND6P12		ENSG00000235039
MTND6P13		ENSG00000234901
MTND6P14		ENSG00000235638
MTND6P15		ENSG00000225723
MTND6P16		ENSG00000249893
MTND6P17		ENSG00000249770
MTND6P18		ENSG00000227714
MTND6P19		ENSG00000254384
MTND6P20		ENSG00000254156
MTND6P21		ENSG00000223431
MTND6P22		ENSG00000270230
MTND6P23		
MTND6P24		ENSG00000232922
MTND6P25		ENSG00000255316
MTND6P26		
MTND6P27		
MTND6P28		
MTND6P29		ENSG00000283311
MTND6P30		
MTND6P31		
MTND6P32		ENSG00000227649
MTND6P33		ENSG00000262107
MTND6P34		
MTND6P35		
MTND6P36		
MTND6P37		
MTNR1A		ENSG00000168412
MTNR1B	AB033598	ENSG00000134640
MTO1	AF132937	ENSG00000135297
MTOHR		
MTOLR		
MTOR	L34075	ENSG00000198793
MTOR-AS1		ENSG00000225602
MTPAP	AL122121	ENSG00000107951
MTPN	AC015987	ENSG00000105887
MTR	U73338	ENSG00000116984
MTREX	D29641	ENSG00000039123
MTRF1	AF072934	ENSG00000120662
MTRF1L	BC011873	ENSG00000112031
MTRF1LP1		ENSG00000256091
MTRF1LP2		ENSG00000224110
MTRNR2L1	CR612552	ENSG00000256618
MTRNR2L2		ENSG00000271043
MTRNR2L3		ENSG00000256222
MTRNR2L4		ENSG00000232196
MTRNR2L5		ENSG00000249860
MTRNR2L6		ENSG00000270672
MTRNR2L7		ENSG00000256892
MTRNR2L8		ENSG00000255823
MTRNR2L9		ENSG00000255633
MTRNR2L10		ENSG00000256045
MTRNR2L11		ENSG00000270188
MTRNR2L12		ENSG00000269028
MTRNR2L13		ENSG00000270394
MTRNR3		
MTRR	AF025794	ENSG00000124275
MTSS1	AF086645	ENSG00000170873
MTSS2		ENSG00000132613
MTTAS		
MTTER		
MTTFH		
MTTFL		
MTTFX		
MTTFY		
MTTP		ENSG00000138823
MTURN		ENSG00000180354
MTUS1	AL096842	ENSG00000129422
MTUS2	AB018317	ENSG00000132938
MTUS2-AS1		ENSG00000179141
MTUS2-AS2		ENSG00000236758
MTX1		ENSG00000173171
MTX1P1	U46921	ENSG00000236675
MTX2	AF053551	ENSG00000128654
MTX3	BX538064	ENSG00000177034
MUC1	J05581	ENSG00000185499
MUC2	L21998	ENSG00000198788
MUC3A	AF113616	ENSG00000169894
MUC3B	AJ291390	
MUC4	AJ276359	ENSG00000145113
MUC5AC	AJ001402, AJ298317	ENSG00000215182
MUC5B	U95031, AF086604	
MUC5B-AS1		ENSG00000255177
MUC6	U97698, AY312160	ENSG00000184956
MUC7	BC025688	ENSG00000171195
MUC8	U14383	
MUC12	AF147790, AF147791	ENSG00000205277
MUC13	AF286113	ENSG00000173702
MUC15	AJ417818	
MUC16	AF414442	
MUC17	AJ606307	ENSG00000169876
MUC19	AY236870	ENSG00000205592
MUC20	AB037780	ENSG00000176945
MUC20-OT1		ENSG00000242086
MUC20P1		ENSG00000224769
MUC21	AK056612	ENSG00000204544
MUC22		ENSG00000261272
MUCL1	AF414087	
MUCL3	AB064272	ENSG00000168631
MUL1	BC014010	ENSG00000090432
MUPP		ENSG00000237906
MUS81		
MUSK	AF006464	ENSG00000030304
MUSTN1		ENSG00000272573
MUTYH	U63329	ENSG00000132781
MVB12A	BC011840	ENSG00000141971
MVB12B	AK000001	ENSG00000196814
MVD	U49260	ENSG00000167508
MVK	M88468	ENSG00000110921
MVP	X79882	ENSG00000013364
MX1		ENSG00000157601
MX2		ENSG00000183486
MXD1		ENSG00000059728
MXD3	BC000745	ENSG00000213347
MXD4		ENSG00000123933
MXI1	BC016678	ENSG00000119950
MXRA5	AF245505	ENSG00000101825
MXRA5Y		ENSG00000235649
MXRA7	BC053983	
MXRA8	BC006213	ENSG00000162576
MYADM	AF087882	ENSG00000179820
MYADML		ENSG00000239649
MYADML2	AC137723, BC029306	ENSG00000185105
MYB		ENSG00000118513
MYB-AS1		ENSG00000236703
MYBBP1A	AF147709	ENSG00000132382
MYBL1	X13294	ENSG00000185697
MYBL2		ENSG00000101057
MYBPC1		ENSG00000196091
MYBPC2		ENSG00000086967
MYBPC3	X84075	ENSG00000134571
MYBPH	BC044226	ENSG00000133055
MYBPHL	AK129834	ENSG00000221986
MYC		ENSG00000136997
MYCBP	AB007191	ENSG00000214114
MYCBP2	AB020723	ENSG00000005810
MYCBP2-AS1		ENSG00000236051
MYCBP2-AS2		ENSG00000229521
MYCBPAP	BC028393	ENSG00000136449
MYCL		ENSG00000116990
MYCLP1		ENSG00000204053
MYCLP2		ENSG00000228004
MYCLP3	Y16968	
MYCN	BC002712	ENSG00000134323
MYCNOS	S49953	ENSG00000233718
MYCNUT	W87755	ENSG00000223850
MYCT1	AF527367	ENSG00000120279
MYD88	U84408	ENSG00000172936
MYDGF	AF282264	ENSG00000074842
MYEF2	AB037762	ENSG00000104177
MYEOV	AJ223366	ENSG00000172927
MYF5		ENSG00000111049
MYF6		ENSG00000111046
MYH1		ENSG00000109061
MYH2		ENSG00000125414
MYH3		ENSG00000109063
MYH4		ENSG00000264424
MYH6	D00943	ENSG00000197616
MYH7	M58018	ENSG00000092054
MYH7B	AB040945	ENSG00000078814
MYH8		ENSG00000133020
MYH9		ENSG00000100345
MYH10	M69181	ENSG00000133026
MYH11	X69292	ENSG00000133392
MYH13	AF075248	ENSG00000006788
MYH14	AY165122	ENSG00000105357
MYH15	AB023217	ENSG00000144821
MYH16	BK001410	ENSG00000002079
MYHAS	AK097500	ENSG00000272975
MYL1		ENSG00000168530
MYL2		ENSG00000111245
MYL3		ENSG00000160808
MYL4		ENSG00000198336
MYL5		ENSG00000215375
MYL6	AB046613	ENSG00000092841
MYL6B	M31211	ENSG00000196465
MYL6BP1		ENSG00000228380
MYL6P1		ENSG00000226543
MYL6P2	AF121781	ENSG00000235808
MYL6P3		ENSG00000227173
MYL6P4		ENSG00000240677
MYL6P5		ENSG00000228118
MYL7	M94547	ENSG00000106631
MYL8P		ENSG00000229596
